instance,family,incumbent,greedy,init_ub,init_raw,init_iters,refined_ub,refined_raw,refine_iters,refine_converged,final_ub,binding,final_gap_pct,cert_path,solve_s,error
ED_n055_020_a75_060,ED,1954.0,1944.0,1955,1955.554443,200,1955,1955.0,27,1,1955,initial,0.051150895140664954,results/certificates/ED_n055_020_a75_060.pkl,2.0,
ED_n060_021_a25_061,ED,846.0,832.0,850,850.951186,200,846,846.0,3000,0,846,refined,0.0,results/certificates/ED_n060_021_a25_061.pkl,41.5,
ED_n060_021_a50_062,ED,1637.0,1624.0,1639,1639.811844,200,1637,1637.000001,3000,0,1637,refined,0.0,results/certificates/ED_n060_021_a50_062.pkl,50.6,
ED_n060_021_a75_063,ED,1698.0,1691.0,1700,1700.482308,200,1699,1699.029751,3000,0,1699,refined,0.05885815185403178,results/certificates/ED_n060_021_a75_063.pkl,58.4,
ED_n060_022_a25_064,ED,864.0,845.0,865,865.640967,200,864,864.0,376,1,864,refined,0.0,results/certificates/ED_n060_022_a25_064.pkl,4.6,
ED_n060_022_a50_065,ED,1737.0,1725.0,1773,1773.735004,200,1764,1764.461331,3000,0,1764,refined,1.530612244897959,results/certificates/ED_n060_022_a50_065.pkl,37.3,
ED_n060_022_a75_066,ED,1944.0,1921.0,1956,1956.0,200,1954,1954.103308,3000,0,1954,refined,0.511770726714432,results/certificates/ED_n060_022_a75_066.pkl,42.3,
ED_n060_023_a25_067,ED,1050.0,1030.0,1051,1051.0,113,1051,1051.0,30,1,1051,initial,0.09514747859181732,results/certificates/ED_n060_023_a25_067.pkl,1.5,
ED_n060_023_a50_068,ED,1736.0,1725.0,1741,1741.64053,200,1737,1737.017352,3000,0,1737,refined,0.05757052389176742,results/certificates/ED_n060_023_a50_068.pkl,31.3,
ED_n060_023_a75_069,ED,2002.0,1991.0,2004,2004.013692,200,2002,2002.0,3000,0,2002,refined,0.0,results/certificates/ED_n060_023_a75_069.pkl,32.5,
ED_n060_024_a25_070,ED,1253.0,1134.0,1297,1297.25,200,1253,1253.0,3000,0,1253,refined,0.0,results/certificates/ED_n060_024_a25_070.pkl,52.1,
ED_n060_024_a50_071,ED,2138.0,2037.0,2156,2156.228723,200,2139,2139.019949,3000,0,2139,refined,0.04675081813931744,results/certificates/ED_n060_024_a50_071.pkl,41.6,
ED_n060_024_a75_072,ED,2383.0,2381.0,2386,2386.695114,200,2386,2386.042677,3000,0,2386,initial,0.12573344509639564,results/certificates/ED_n060_024_a75_072.pkl,51.6,
ED_n060_025_a25_073,ED,1346.0,1124.0,1363,1363.5,200,1346,1346.0,3000,0,1346,refined,0.0,results/certificates/ED_n060_025_a25_073.pkl,67.6,
ED_n060_025_a50_074,ED,2014.0,2013.0,2057,2057.331373,200,2014,2014.701595,3000,0,2014,refined,0.0,results/certificates/ED_n060_025_a50_074.pkl,65.1,
ED_n060_025_a75_075,ED,2268.0,2248.0,2268,2268.36364,200,2268,2268.0,3000,0,2268,initial,0.0,results/certificates/ED_n060_025_a75_075.pkl,76.4,
ED_n065_026_a25_076,ED,858.0,833.0,863,863.459647,200,858,858.0,3000,0,858,refined,0.0,results/certificates/ED_n065_026_a25_076.pkl,51.1,
ED_n065_026_a50_077,ED,1838.0,1826.0,1841,1841.035154,200,1838,1838.0,3000,0,1838,refined,0.0,results/certificates/ED_n065_026_a50_077.pkl,51.5,
ED_n065_026_a75_078,ED,1900.0,1892.0,1902,1902.841742,200,1901,1901.018865,3000,0,1901,refined,0.052603892688058915,results/certificates/ED_n065_026_a75_078.pkl,67.3,
ED_n065_027_a25_079,ED,874.0,855.0,879,879.874895,200,874,874.0,400,1,874,refined,0.0,results/certificates/ED_n065_027_a25_079.pkl,7.2,
ED_n065_027_a50_080,ED,1747.0,1725.0,1775,1775.217265,200,1764,1764.316518,3000,0,1764,refined,0.9637188208616779,results/certificates/ED_n065_027_a50_080.pkl,47.0,
ED_n065_027_a75_081,ED,1972.0,1931.0,1986,1986.25,200,1982,1982.207457,3000,0,1982,refined,0.5045408678102926,results/certificates/ED_n065_027_a75_081.pkl,52.5,
ED_n065_028_a25_082,ED,1152.0,1143.0,1163,1163.106621,200,1156,1156.662424,3000,0,1156,refined,0.34602076124567477,results/certificates/ED_n065_028_a25_082.pkl,35.2,
ED_n065_028_a50_083,ED,1948.0,1839.0,1970,1970.004407,200,1949,1949.037402,3000,0,1949,refined,0.0513083632632119,results/certificates/ED_n065_028_a50_083.pkl,52.6,
ED_n065_028_a75_084,ED,2143.0,2131.0,2145,2145.609363,200,2144,2144.021034,3000,0,2144,refined,0.046641791044776115,results/certificates/ED_n065_028_a75_084.pkl,55.1,
ED_n065_029_a25_085,ED,1343.0,1235.0,1389,1389.0,200,1343,1343.00448,3000,0,1343,refined,0.0,results/certificates/ED_n065_029_a25_085.pkl,48.9,
ED_n065_029_a50_086,ED,2340.0,2228.0,2360,2360.225637,200,2341,2341.015284,3000,0,2341,refined,0.042716787697565144,results/certificates/ED_n065_029_a50_086.pkl,45.0,
ED_n065_029_a75_087,ED,2596.0,2591.0,2598,2598.124283,200,2597,2597.017688,3000,0,2597,refined,0.03850596842510589,results/certificates/ED_n065_029_a75_087.pkl,70.7,
ED_n065_030_a25_088,ED,1478.0,1354.0,1527,1527.325926,200,1478,1478.001782,3000,0,1478,refined,0.0,results/certificates/ED_n065_030_a25_088.pkl,136.6,
ED_n065_030_a50_089,ED,2334.0,2322.0,2345,2345.649406,200,2339,2339.058298,3000,0,2339,refined,0.21376656690893547,results/certificates/ED_n065_030_a50_089.pkl,133.5,
ED_n065_030_a75_090,ED,2496.0,2477.0,2499,2499.605534,200,2497,2497.0,252,1,2497,refined,0.040048057669203045,results/certificates/ED_n065_030_a75_090.pkl,23.3,
ED_n070_031_a25_091,ED,878.0,844.0,887,887.562681,200,878,878.0,3000,0,878,refined,0.0,results/certificates/ED_n070_031_a25_091.pkl,131.5,
ED_n070_031_a50_092,ED,1858.0,1836.0,1862,1862.502208,200,1859,1859.02152,3000,0,1859,refined,0.05379236148466917,results/certificates/ED_n070_031_a50_092.pkl,115.7,
ED_n070_031_a75_093,ED,1929.0,1915.0,1935,1935.975035,200,1932,1932.086864,3000,0,1932,refined,0.15527950310559005,results/certificates/ED_n070_031_a75_093.pkl,135.4,
ED_n070_032_a25_094,ED,974.0,744.0,987,987.0,200,974,974.0,3000,0,974,refined,0.0,results/certificates/ED_n070_032_a25_094.pkl,101.6,
ED_n070_032_a50_095,ED,1867.0,1845.0,1884,1884.511723,200,1876,1876.0,1369,1,1876,refined,0.4797441364605544,results/certificates/ED_n070_032_a50_095.pkl,45.5,
ED_n070_032_a75_096,ED,2083.0,2054.0,2098,2098.802647,200,2094,2094.184741,3000,0,2094,refined,0.5253104106972302,results/certificates/ED_n070_032_a75_096.pkl,128.2,
ED_n070_033_a25_097,ED,1483.0,1461.0,1493,1493.332291,200,1483,1483.0,3000,0,1483,refined,0.0,results/certificates/ED_n070_033_a25_097.pkl,79.2,
ED_n070_033_a50_098,ED,2197.0,2177.0,2213,2213.669721,200,2201,2201.055043,3000,0,2201,refined,0.1817355747387551,results/certificates/ED_n070_033_a50_098.pkl,86.0,
ED_n070_033_a75_099,ED,2350.0,2348.0,2350,2350.372217,200,2350,2350.0,3000,0,2350,initial,0.0,results/certificates/ED_n070_033_a75_099.pkl,165.3,
ED_n070_034_a25_100,ED,1445.0,1235.0,1452,1452.0,200,1445,1445.0,3000,0,1445,refined,0.0,results/certificates/ED_n070_034_a25_100.pkl,112.1,
ED_n070_034_a50_101,ED,2540.0,2417.0,2583,2583.855113,200,2540,2540.533206,3000,0,2540,refined,0.0,results/certificates/ED_n070_034_a50_101.pkl,82.2,
ED_n070_034_a75_102,ED,2904.0,2882.0,2909,2909.25,200,2908,2908.008623,3000,0,2908,refined,0.1375515818431912,results/certificates/ED_n070_034_a75_102.pkl,122.7,
ED_n070_035_a25_103,ED,1479.0,1354.0,1514,1514.199275,200,1479,1479.434181,3000,0,1479,refined,0.0,results/certificates/ED_n070_035_a25_103.pkl,198.8,
ED_n070_035_a50_104,ED,2347.0,2335.0,2360,2360.561991,200,2352,2352.044559,3000,0,2352,refined,0.21258503401360546,results/certificates/ED_n070_035_a50_104.pkl,171.1,
ED_n070_035_a75_105,ED,2518.0,2499.0,2521,2521.452543,200,2519,2519.0,246,1,2519,refined,0.03969829297340214,results/certificates/ED_n070_035_a75_105.pkl,37.2,
ED_n075_036_a25_106,ED,1076.0,1053.0,1088,1088.667834,200,1077,1077.010612,3000,0,1077,refined,0.09285051067780872,results/certificates/ED_n075_036_a25_106.pkl,155.7,
ED_n075_036_a50_107,ED,1988.0,1957.0,2011,2011.636844,200,1989,1989.021573,3000,0,1989,refined,0.050276520864756154,results/certificates/ED_n075_036_a50_107.pkl,155.6,
ED_n075_036_a75_108,ED,2141.0,2127.0,2147,2147.425368,200,2143,2143.070316,3000,0,2143,refined,0.09332711152589827,results/certificates/ED_n075_036_a75_108.pkl,185.0,
ED_n075_037_a25_109,ED,1273.0,1142.0,1308,1308.0,200,1282,1282.198964,3000,0,1282,refined,0.702028081123245,results/certificates/ED_n075_037_a25_109.pkl,224.6,
ED_n075_037_a50_110,ED,2099.0,2077.0,2139,2139.674594,200,2099,2099.697438,3000,0,2099,refined,0.0,results/certificates/ED_n075_037_a50_110.pkl,255.8,
ED_n075_037_a75_111,ED,2326.0,2295.0,2329,2329.99257,200,2327,2327.013214,3000,0,2327,refined,0.04297378599054577,results/certificates/ED_n075_037_a75_111.pkl,289.3,
ED_n075_038_a25_112,ED,1685.0,1561.0,1726,1726.0,200,1685,1685.000002,3000,0,1685,refined,0.0,results/certificates/ED_n075_038_a25_112.pkl,140.5,
ED_n075_038_a50_113,ED,2411.0,2379.0,2443,2443.12385,200,2413,2413.047896,3000,0,2413,refined,0.08288437629506838,results/certificates/ED_n075_038_a50_113.pkl,145.6,
ED_n075_038_a75_114,ED,2577.0,2557.0,2577,2577.814413,200,2577,2577.0,3000,0,2577,initial,0.0,results/certificates/ED_n075_038_a75_114.pkl,168.9,
ED_n075_039_a25_115,ED,1964.0,1737.0,1993,1993.25,200,1964,1964.000007,3000,0,1964,refined,0.0,results/certificates/ED_n075_039_a25_115.pkl,170.6,
ED_n075_039_a50_116,ED,3041.0,2938.0,3053,3053.81716,200,3051,3051.153207,3000,0,3051,refined,0.32776138970829233,results/certificates/ED_n075_039_a50_116.pkl,189.7,
ED_n075_039_a75_117,ED,3113.0,3109.0,3114,3114.0,200,3114,3114.0,63,1,3114,initial,0.03211303789338471,results/certificates/ED_n075_039_a75_117.pkl,19.6,
ED_n075_040_a25_118,ED,1588.0,1355.0,1638,1638.5,200,1589,1589.066,3000,0,1589,refined,0.06293266205160479,results/certificates/ED_n075_040_a25_118.pkl,519.9,
ED_n075_040_a50_119,ED,2565.0,2553.0,2580,2580.013798,200,2571,2571.60161,3000,0,2571,refined,0.2333722287047841,results/certificates/ED_n075_040_a50_119.pkl,403.5,
ED_n075_040_a75_120,ED,2731.0,2708.0,2743,2743.050527,200,2740,2740.0,2131,1,2740,refined,0.3284671532846715,results/certificates/ED_n075_040_a75_120.pkl,397.1,
ED_n080_041_a25_121,ED,1504.0,1463.0,1516,1516.705017,200,1504,1504.000002,3000,0,1504,refined,0.0,results/certificates/ED_n080_041_a25_121.pkl,703.3,
ED_n080_041_a50_122,ED,2227.0,2222.0,2235,2235.200178,200,2232,2232.155466,3000,0,2232,refined,0.2240143369175627,results/certificates/ED_n080_041_a50_122.pkl,1094.6,
ED_n080_041_a75_123,ED,2269.0,2257.0,2272,2272.759382,200,2271,2271.040232,3000,0,2271,refined,0.08806693086745927,results/certificates/ED_n080_041_a75_123.pkl,1026.5,
ED_n080_042_a25_124,ED,1305.0,1264.0,1346,1346.733225,200,1305,1305.0,3000,0,1305,refined,0.0,results/certificates/ED_n080_042_a25_124.pkl,457.3,
ED_n080_042_a50_125,ED,2161.0,2118.0,2197,2197.372218,200,2162,2162.044074,3000,0,2162,refined,0.04625346901017577,results/certificates/ED_n080_042_a50_125.pkl,400.4,
ED_n080_042_a75_126,ED,2457.0,2444.0,2459,2459.581853,200,2458,2458.004542,3000,0,2458,refined,0.04068348250610252,results/certificates/ED_n080_042_a75_126.pkl,507.8,
ED_n080_043_a25_127,ED,1785.0,1652.0,1830,1830.75,200,1785,1785.0,3000,0,1785,refined,0.0,results/certificates/ED_n080_043_a25_127.pkl,169.9,
ED_n080_043_a50_128,ED,2628.0,2580.0,2650,2650.351572,200,2631,2631.057313,3000,0,2631,refined,0.11402508551881414,results/certificates/ED_n080_043_a50_128.pkl,214.4,
ED_n080_043_a75_129,ED,2797.0,2784.0,2799,2799.092199,200,2798,2798.00762,3000,0,2798,refined,0.035739814152966405,results/certificates/ED_n080_043_a75_129.pkl,257.0,
ED_n080_044_a25_130,ED,1965.0,1737.0,1988,1988.75,200,1965,1965.004665,3000,0,1965,refined,0.0,results/certificates/ED_n080_044_a25_130.pkl,267.8,
ED_n080_044_a50_131,ED,3148.0,3037.0,3183,3183.920732,200,3151,3151.04388,3000,0,3151,refined,0.0952078705172961,results/certificates/ED_n080_044_a50_131.pkl,226.9,
ED_n080_044_a75_132,ED,3322.0,3307.0,3326,3326.0,200,3324,3324.526329,3000,0,3324,refined,0.060168471720818295,results/certificates/ED_n080_044_a75_132.pkl,357.3,
ED_n080_045_a25_133,ED,1681.0,1357.0,1718,1718.0,200,1685,1685.189902,3000,0,1685,refined,0.2373887240356083,results/certificates/ED_n080_045_a25_133.pkl,455.1,
ED_n080_045_a50_134,ED,2666.0,2654.0,2681,2681.681526,200,2673,2673.210611,3000,0,2673,refined,0.2618780396558174,results/certificates/ED_n080_045_a50_134.pkl,368.8,
ED_n080_045_a75_135,ED,2933.0,2919.0,2945,2945.265941,200,2942,2942.0,2343,1,2942,refined,0.30591434398368456,results/certificates/ED_n080_045_a75_135.pkl,388.8,
