instance,family,obj,published_ub,published_gap_pct,lb2_floor,min_ub,new_gap_pct
ED_n075_036_a50_107,ED,1988.0,1989.0,0.0503,2150,1989.0,0.050276520864756154
ED_n075_036_a75_108,ED,2141.0,2144.0,0.1399,2163,2144.0,0.13992537313432835
ED_n075_037_a25_109,ED,1273.0,1282.0,0.702,1902,1282.0,0.702028081123245
ED_n075_037_a50_110,ED,2099.0,2103.0,0.1902,2332,2103.0,0.1902044698050404
ED_n075_037_a75_111,ED,2326.0,2327.0,0.043,2343,2327.0,0.04297378599054577
ED_n075_038_a25_112,ED,1685.0,1690.0,0.2959,2375,1690.0,0.2958579881656805
ED_n075_038_a50_113,ED,2411.0,2415.0,0.1656,2585,2415.0,0.16563146997929606
ED_n075_038_a75_114,ED,2577.0,2582.0,0.1936,2586,2582.0,0.19364833462432224
ED_n075_039_a25_115,ED,1964.0,1965.0,0.0509,2763,1965.0,0.05089058524173028
ED_n075_039_a50_116,ED,3041.0,3051.0,0.3278,3116,3051.0,0.32776138970829233
ED_n075_039_a75_117,ED,3113.0,3115.0,0.0642,3117,3115.0,0.06420545746388442
ED_n075_040_a25_118,ED,1588.0,1595.0,0.4389,2380,1595.0,0.438871473354232
ED_n075_040_a50_119,ED,2565.0,2572.0,0.2722,2756,2572.0,0.27216174183514774
ED_n075_040_a75_120,ED,2731.0,2740.0,0.3285,2757,2740.0,0.3284671532846715
ED_n080_041_a25_121,ED,1504.0,1506.0,0.1328,2114,1506.0,0.13280212483399734
ED_n080_041_a50_122,ED,2227.0,2232.0,0.224,2283,2232.0,0.2240143369175627
ED_n080_041_a75_123,ED,2269.0,2271.0,0.0881,2285,2271.0,0.08806693086745927
ED_n080_042_a25_124,ED,1305.0,1311.0,0.4577,2033,1311.0,0.4576659038901602
ED_n080_042_a50_125,ED,2161.0,2165.0,0.1848,2463,2165.0,0.18475750577367206
ED_n080_042_a75_126,ED,2457.0,2458.0,0.0407,2474,2458.0,0.04068348250610252
ED_n080_043_a25_127,ED,1785.0,1789.0,0.2236,2586,1789.0,0.22358859698155395
ED_n080_043_a50_128,ED,2628.0,2635.0,0.2657,2806,2635.0,0.2656546489563567
ED_n080_043_a75_129,ED,2797.0,2803.0,0.2141,2807,2803.0,0.21405636817695325
ED_n080_044_a25_130,ED,1965.0,1969.0,0.2031,2774,1969.0,0.20314880650076178
ED_n080_044_a50_131,ED,3148.0,3156.0,0.2535,3326,3156.0,0.25348542458808615
ED_n080_044_a75_132,ED,3322.0,3326.0,0.1203,3329,3326.0,0.12026458208057728
ED_n080_045_a25_133,ED,1681.0,1687.0,0.3557,2482,1687.0,0.35566093657379966
ED_n080_045_a50_134,ED,2666.0,2674.0,0.2992,2959,2674.0,0.2991772625280479
ED_n080_045_a75_135,ED,2933.0,2942.0,0.3059,2960,2942.0,0.30591434398368456
